layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-3.226444,-3.410906,-3.226444,0.057368,0.000000,-3.410906,0.060612,-0.000000,-0.833333
1,-3.226444,-3.410906,-3.226247,0.057570,0.000197,-3.411340,0.060727,-0.000434,-2.199200
2,-3.226444,-3.410906,-3.237650,0.057033,-0.011206,-3.434107,0.060432,-0.023201,2.070452
3,-3.226444,-3.410906,-3.271070,0.057032,-0.044626,-3.457860,0.060369,-0.046954,1.052171
4,-3.226444,-3.410906,-1.916864,0.049877,1.309580,-2.190854,0.052048,1.220052,0.931636
5,-3.226444,-3.410906,-1.505997,0.045111,1.720447,-1.891493,0.048327,1.519413,0.883150
6,-3.226444,-3.410906,-2.094026,0.045414,1.132418,-2.312855,0.047931,1.098051,0.969651
7,-3.226444,-3.410906,-2.349116,0.048936,0.877328,-2.535827,0.051266,0.875079,0.997436
8,-3.226444,-3.410906,-2.646188,0.050414,0.580256,-2.836884,0.053100,0.574021,0.989256
9,-3.226444,-3.410906,-2.612610,0.048829,0.613834,-2.793245,0.050936,0.617661,1.006235
10,-3.226444,-3.410906,-2.768071,0.049147,0.458373,-2.929924,0.051284,0.480982,1.049324
11,-3.226444,-3.410906,-2.742503,0.048878,0.483941,-2.920060,0.051137,0.490846,1.014268
12,-3.226444,-3.410906,-2.843947,0.048553,0.382497,-3.037050,0.051033,0.373856,0.977408
13,-3.226444,-3.410906,-2.729601,0.047859,0.496844,-3.052991,0.049658,0.357915,0.720378
14,-3.226444,-3.410906,-3.162247,0.048357,0.064197,-3.292811,0.050911,0.118095,1.839577
15,-3.226444,-3.410906,-3.000118,0.053319,0.226326,-3.147648,0.056022,0.263257,1.163179
16,-3.226444,-3.410906,-3.225418,0.054615,0.001026,-3.392756,0.057576,0.018150,17.690220
17,-3.226444,-3.410906,-3.165088,0.056705,0.061356,-3.348879,0.059912,0.062026,1.010929
18,-3.226444,-3.410906,-3.182884,0.057094,0.043561,-3.364386,0.060245,0.046520,1.067930
19,-3.226444,-3.410906,-3.237216,0.057531,-0.010772,-3.421559,0.060748,-0.010654,0.989031
20,-3.226444,-3.410906,-3.233665,0.057382,-0.007221,-3.419231,0.060659,-0.008326,1.153037
21,-3.226444,-3.410906,-3.240175,0.057635,-0.013731,-3.425308,0.060843,-0.014402,1.048866
22,-3.226444,-3.410906,-3.245936,0.057681,-0.019492,-3.430713,0.060894,-0.019808,1.016205
23,-3.226444,-3.410906,-3.247159,0.057666,-0.020715,-3.431858,0.060824,-0.020952,1.011439
24,-3.226444,-3.410906,-3.222420,0.057302,0.004025,-3.407631,0.060540,0.003275,0.813678
25,-3.226444,-3.410906,-3.216027,0.057186,0.010417,-3.401081,0.060418,0.009825,0.943162
26,-3.226444,-3.410906,-3.227431,0.057408,-0.000986,-3.412603,0.060676,-0.001697,1.720299
27,-3.226444,-3.410906,-3.228930,0.057398,-0.002486,-3.414536,0.060673,-0.003630,1.460424
28,-3.226444,-3.410906,-3.226444,0.057368,0.000000,-3.410906,0.060612,-0.000000,-0.833333
