layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-3.226444,-3.410906,-3.226444,0.057368,0.000000,-3.410906,0.060612,-0.000000,-0.833333
1,-3.226444,-3.410906,-3.229719,0.057652,-0.003275,-3.414418,0.060852,-0.003512,1.072356
2,-3.226444,-3.410906,-3.211174,0.056650,0.015270,-3.416233,0.060182,-0.005327,-0.348841
3,-3.226444,-3.410906,-3.241043,0.057379,-0.014599,-3.436277,0.060920,-0.025371,1.737858
4,-3.226444,-3.410906,-2.385811,0.056747,0.840633,-2.523043,0.059335,0.887863,1.056184
5,-3.226444,-3.410906,-2.194129,0.049619,1.032315,-2.469026,0.053118,0.941880,0.912395
6,-3.226444,-3.410906,-2.353614,0.051376,0.872830,-2.557726,0.055552,0.853180,0.977487
7,-3.226444,-3.410906,-2.442748,0.052704,0.783696,-2.682962,0.057114,0.727943,0.928859
8,-3.226444,-3.410906,-2.659998,0.055184,0.566446,-2.867345,0.059622,0.543561,0.959598
9,-3.226444,-3.410906,-2.786774,0.053323,0.439670,-3.006471,0.057964,0.404435,0.919860
10,-3.226444,-3.410906,-2.797783,0.052796,0.428662,-3.044034,0.057527,0.366872,0.855854
11,-3.226444,-3.410906,-2.802557,0.053036,0.423887,-3.035827,0.057852,0.375079,0.884855
12,-3.226444,-3.410906,-2.925229,0.053485,0.301215,-3.136443,0.058204,0.274463,0.911186
13,-3.226444,-3.410906,-2.788234,0.053040,0.438210,-3.079743,0.056755,0.331163,0.755717
14,-3.226444,-3.410906,-3.107481,0.055638,0.118963,-3.270557,0.058969,0.140349,1.179766
15,-3.226444,-3.410906,-3.056384,0.055449,0.170060,-3.235164,0.058911,0.175742,1.033409
16,-3.226444,-3.410906,-3.116241,0.056085,0.110204,-3.306700,0.059475,0.104206,0.945576
17,-3.226444,-3.410906,-3.222064,0.057320,0.004380,-3.407670,0.060694,0.003235,0.738697
18,-3.226444,-3.410906,-3.211016,0.057358,0.015428,-3.396701,0.060801,0.014204,0.920703
19,-3.226444,-3.410906,-3.219618,0.057186,0.006826,-3.405382,0.060522,0.005524,0.809221
20,-3.226444,-3.410906,-3.212792,0.057003,0.013652,-3.399424,0.060347,0.011482,0.841026
21,-3.226444,-3.410906,-3.219460,0.057192,0.006984,-3.404751,0.060459,0.006155,0.881328
22,-3.226444,-3.410906,-3.217645,0.057157,0.008799,-3.402778,0.060480,0.008128,0.923744
23,-3.226444,-3.410906,-3.217961,0.057123,0.008483,-3.402936,0.060385,0.007970,0.939511
24,-3.226444,-3.410906,-3.201981,0.056967,0.024463,-3.388060,0.060224,0.022846,0.933863
25,-3.226444,-3.410906,-3.192945,0.056842,0.033499,-3.380248,0.060179,0.030658,0.915188
26,-3.226444,-3.410906,-3.226365,0.057360,0.000079,-3.411379,0.060608,-0.000474,-5.992443
27,-3.226444,-3.410906,-3.225616,0.057372,0.000829,-3.410077,0.060583,0.000829,0.999744
28,-3.226444,-3.410906,-3.226444,0.057368,0.000000,-3.410906,0.060612,-0.000000,-0.833333
