layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-3.226444,-3.410906,-3.226444,0.057368,0.000000,-3.410906,0.060612,-0.000000,-0.833333
1,-3.226444,-3.410906,-3.228259,0.057503,-0.001815,-3.412642,0.060739,-0.001736,0.956636
2,-3.226444,-3.410906,-3.222932,0.057119,0.003512,-3.415996,0.060492,-0.005090,-1.449418
3,-3.226444,-3.410906,-3.236032,0.057476,-0.009588,-3.425150,0.060860,-0.014244,1.485625
4,-3.226444,-3.410906,-1.685606,0.059365,1.540838,-2.385338,0.057687,1.025568,0.665591
5,-3.226444,-3.410906,-1.706795,0.055234,1.519650,-2.313920,0.053683,1.096985,0.721867
6,-3.226444,-3.410906,-1.785827,0.052238,1.440617,-2.260969,0.053378,1.149937,0.798225
7,-3.226444,-3.410906,-1.846512,0.053768,1.379932,-2.362137,0.055035,1.048769,0.760015
8,-3.226444,-3.410906,-2.328164,0.052717,0.898280,-2.685133,0.057275,0.725773,0.807959
9,-3.226444,-3.410906,-2.544586,0.051805,0.681858,-2.892519,0.056653,0.518387,0.760257
10,-3.226444,-3.410906,-2.631944,0.051916,0.594500,-2.957307,0.056587,0.453598,0.762992
11,-3.226444,-3.410906,-2.624842,0.051747,0.601602,-2.945904,0.056571,0.465001,0.772939
12,-3.226444,-3.410906,-2.757339,0.051876,0.469105,-3.059422,0.057254,0.351483,0.749264
13,-3.226444,-3.410906,-2.735677,0.052782,0.490767,-3.060961,0.056447,0.349945,0.713056
14,-3.226444,-3.410906,-3.085306,0.055490,0.141138,-3.253946,0.058826,0.156960,1.112104
15,-3.226444,-3.410906,-3.039970,0.055255,0.186474,-3.219460,0.058694,0.191446,1.026660
16,-3.226444,-3.410906,-3.152580,0.056321,0.073864,-3.339134,0.059763,0.071772,0.971685
17,-3.226444,-3.410906,-3.202336,0.057045,0.024108,-3.388415,0.060446,0.022490,0.932888
18,-3.226444,-3.410906,-3.198587,0.057079,0.027857,-3.384312,0.060476,0.026594,0.954667
19,-3.226444,-3.410906,-3.211924,0.057009,0.014520,-3.397885,0.060320,0.013021,0.896725
20,-3.226444,-3.410906,-3.208767,0.056917,0.017677,-3.394689,0.060266,0.016217,0.917399
21,-3.226444,-3.410906,-3.214725,0.057117,0.011719,-3.399503,0.060352,0.011403,0.973046
22,-3.226444,-3.410906,-3.213897,0.057101,0.012547,-3.398516,0.060408,0.012389,0.987405
23,-3.226444,-3.410906,-3.213621,0.057078,0.012824,-3.398556,0.060357,0.012350,0.963061
24,-3.226444,-3.410906,-3.205611,0.057017,0.020833,-3.390625,0.060246,0.020281,0.973475
25,-3.226444,-3.410906,-3.203007,0.057004,0.023438,-3.387863,0.060231,0.023043,0.983156
26,-3.226444,-3.410906,-3.225379,0.057326,0.001065,-3.410709,0.060623,0.000197,0.185075
27,-3.226444,-3.410906,-3.225576,0.057345,0.000868,-3.410551,0.060583,0.000355,0.408925
28,-3.226444,-3.410906,-3.226444,0.057368,0.000000,-3.410906,0.060612,-0.000000,-0.833333
