layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.143060,-4.435032,-2.143060,0.193940,-0.000000,-4.435032,0.184935,0.000000,-2.166667
1,-2.143060,-4.435032,-2.079319,0.194142,0.063740,-4.405828,0.184881,0.029205,0.458181
2,-2.143060,-4.435032,-2.024790,0.194356,0.118270,-4.370731,0.184058,0.064302,0.543686
3,-2.143060,-4.435032,-2.021557,0.195869,0.121503,-4.413251,0.184388,0.021781,0.179267
4,-2.143060,-4.435032,-1.601536,0.196492,0.541524,-4.236546,0.183242,0.198486,0.366533
5,-2.143060,-4.435032,-0.638923,0.193531,1.504137,-3.754962,0.178966,0.680070,0.452133
6,-2.143060,-4.435032,-0.603608,0.197536,1.539452,-3.818419,0.181712,0.616614,0.400541
7,-2.143060,-4.435032,-0.351998,0.200176,1.791062,-3.777594,0.184555,0.657438,0.367066
8,-2.143060,-4.435032,-0.896827,0.194026,1.246232,-3.829676,0.181608,0.605357,0.485750
9,-2.143060,-4.435032,-1.353014,0.201077,0.790046,-4.077294,0.187016,0.357739,0.452808
10,-2.143060,-4.435032,-1.496061,0.195571,0.646999,-4.080778,0.185076,0.354255,0.547535
11,-2.143060,-4.435032,-1.921440,0.196709,0.221620,-4.285579,0.186390,0.149454,0.674369
12,-2.143060,-4.435032,-2.025787,0.197328,0.117273,-4.368177,0.186378,0.066855,0.570080
13,-2.143060,-4.435032,-2.046875,0.197539,0.096185,-4.414868,0.186026,0.020165,0.209647
14,-2.143060,-4.435032,-1.962600,0.199584,0.180459,-4.408150,0.185781,0.026882,0.148964
15,-2.143060,-4.435032,-1.811801,0.203744,0.331259,-4.397738,0.185579,0.037294,0.112583
16,-2.143060,-4.435032,-1.938820,0.196402,0.204240,-4.407339,0.185546,0.027694,0.135594
17,-2.143060,-4.435032,-2.141173,0.194631,0.001887,-4.440885,0.185617,-0.005853,-3.101437
18,-2.143060,-4.435032,-2.125185,0.193898,0.017875,-4.434438,0.185047,0.000594,0.033232
19,-2.143060,-4.435032,-2.110041,0.193276,0.033018,-4.418563,0.184617,0.016470,0.498807
20,-2.143060,-4.435032,-2.132298,0.193549,0.010762,-4.427457,0.184942,0.007575,0.703883
21,-2.143060,-4.435032,-2.138817,0.193658,0.004243,-4.430816,0.185026,0.004217,0.993837
22,-2.143060,-4.435032,-2.137313,0.193518,0.005747,-4.429470,0.184980,0.005563,0.967895
23,-2.143060,-4.435032,-2.136250,0.193449,0.006809,-4.430460,0.184885,0.004573,0.671544
24,-2.143060,-4.435032,-2.133829,0.193443,0.009231,-4.428731,0.184952,0.006302,0.682654
25,-2.143060,-4.435032,-2.134865,0.193245,0.008195,-4.429186,0.184828,0.005846,0.713393
26,-2.143060,-4.435032,-2.141291,0.193922,0.001768,-4.432861,0.184984,0.002171,1.227760
27,-2.143060,-4.435032,-2.141318,0.193821,0.001742,-4.431588,0.184908,0.003445,1.977457
28,-2.143060,-4.435032,-2.143060,0.193940,-0.000000,-4.435032,0.184935,0.000000,-2.166667
