icl_example_index,token_role,k,feature_dim,target_dim,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
3,pre_label_token,2,4,4,2600,1170,22.600595474243164,13.309882164001465,90.40238189697266,53.23952865600586
3,pre_label_token,3,6,6,2600,1170,16.8949031829834,12.411757469177246,101.36942291259766,74.47054290771484
3,pre_label_token,4,8,8,2600,1170,15.621247291564941,11.271956443786621,124.96997833251953,90.17565155029297
3,pre_label_token,5,10,10,2600,1170,9.74661922454834,10.784836769104004,97.4661865234375,107.8483657836914
3,pre_label_token,6,12,12,2600,1170,8.016146659851074,9.890942573547363,96.19375610351562,118.6913070678711
3,pre_label_token,7,14,14,2600,1170,7.804913520812988,10.062459945678711,109.26878356933594,140.8744354248047
3,pre_label_token,8,16,16,2600,1170,6.388169288635254,8.878789901733398,102.21070861816406,142.06063842773438
3,pre_label_token,9,18,18,2600,1170,6.051300525665283,9.598207473754883,108.92341613769531,172.76771545410156
3,pre_label_token,10,20,20,2600,1170,5.77950382232666,9.328154563903809,115.59007263183594,186.56309509277344
3,first_label_token,1,2,2,2600,1170,25.219554901123047,17.60403060913086,50.439109802246094,35.20806121826172
3,first_label_token,2,4,4,2600,1170,23.383241653442383,17.497596740722656,93.53296661376953,69.99038696289062
3,first_label_token,3,6,6,2600,1170,17.64303207397461,14.974693298339844,105.85820007324219,89.84815216064453
3,first_label_token,4,8,8,2600,1170,16.018997192382812,12.82151985168457,128.1519775390625,102.57215881347656
3,first_label_token,5,10,10,2600,1170,13.512310028076172,10.79574203491211,135.12310791015625,107.95741271972656
3,first_label_token,6,12,12,2600,1170,11.009598731994629,12.104912757873535,132.11517333984375,145.25894165039062
3,first_label_token,7,14,14,2600,1170,10.22729778289795,11.229571342468262,143.18214416503906,157.21400451660156
3,first_label_token,8,16,16,2600,1170,8.458184242248535,10.189315795898438,135.33094787597656,163.029052734375
3,first_label_token,9,18,18,2600,1170,7.363821983337402,9.008321762084961,132.54879760742188,162.1497802734375
3,first_label_token,10,20,20,2600,1170,6.425686359405518,7.959524631500244,128.51373291015625,159.19049072265625
3,last_label_token,1,2,2,2600,1170,28.772701263427734,27.983854293823242,57.54539489746094,55.967708587646484
3,last_label_token,2,4,4,2600,1170,22.02448081970215,20.077096939086914,88.0979232788086,80.30838775634766
3,last_label_token,3,6,6,2600,1170,17.38636589050293,15.300528526306152,104.31819915771484,91.80316162109375
3,last_label_token,4,8,8,2600,1170,15.062152862548828,13.441548347473145,120.49722290039062,107.53238677978516
3,last_label_token,5,10,10,2600,1170,11.98546314239502,10.677292823791504,119.8546371459961,106.7729263305664
3,last_label_token,6,12,12,2600,1170,9.087606430053711,11.816267013549805,109.05127716064453,141.7952117919922
3,last_label_token,7,14,14,2600,1170,8.446064949035645,10.255939483642578,118.24490356445312,143.58314514160156
3,last_label_token,8,16,16,2600,1170,6.856913089752197,8.642144203186035,109.71060180664062,138.27430725097656
3,last_label_token,9,18,18,2600,1170,6.0816545486450195,7.851957321166992,109.46977996826172,141.33523559570312
3,last_label_token,10,20,20,2600,1170,5.83727502822876,6.883373260498047,116.74549102783203,137.66746520996094
4,pre_label_token,1,2,2,2600,1170,22.148292541503906,15.216269493103027,44.29658508300781,30.432538986206055
4,pre_label_token,2,4,4,2600,1170,20.117002487182617,13.052791595458984,80.46800231933594,52.21116638183594
4,pre_label_token,3,6,6,2600,1170,14.675688743591309,11.816536903381348,88.05413818359375,70.89921569824219
4,pre_label_token,4,8,8,2600,1170,12.982463836669922,10.091898918151855,103.85971069335938,80.73519134521484
4,pre_label_token,5,10,10,2600,1170,8.788212776184082,9.048779487609863,87.88214111328125,90.48779296875
4,pre_label_token,6,12,12,2600,1170,7.144371032714844,9.053290367126465,85.73243713378906,108.63947296142578
4,pre_label_token,7,14,14,2600,1170,6.725811004638672,9.205820083618164,94.1613540649414,128.8814697265625
4,pre_label_token,8,16,16,2600,1170,5.642082691192627,8.126350402832031,90.27332305908203,130.0216064453125
4,pre_label_token,9,18,18,2600,1170,5.27671480178833,8.992340087890625,94.98086547851562,161.86212158203125
4,pre_label_token,10,20,20,2600,1170,4.943142890930176,8.487510681152344,98.86286926269531,169.7501983642578
4,first_label_token,1,2,2,2600,1170,22.529136657714844,12.800300598144531,45.05827713012695,25.600601196289062
4,first_label_token,2,4,4,2600,1170,21.523658752441406,14.865852355957031,86.09464263916016,59.463409423828125
4,first_label_token,3,6,6,2600,1170,16.474531173706055,13.204017639160156,98.84718322753906,79.22410583496094
4,first_label_token,4,8,8,2600,1170,15.608757972717285,11.879583358764648,124.87006378173828,95.03666687011719
4,first_label_token,5,10,10,2600,1170,12.176630973815918,9.86985969543457,121.76631164550781,98.69860076904297
4,first_label_token,6,12,12,2600,1170,9.915765762329102,10.54445743560791,118.98919677734375,126.53349304199219
4,first_label_token,7,14,14,2600,1170,9.082010269165039,9.867847442626953,127.14814758300781,138.14988708496094
4,first_label_token,8,16,16,2600,1170,7.269906044006348,8.794373512268066,116.31848907470703,140.70999145507812
4,first_label_token,9,18,18,2600,1170,6.327399730682373,7.776672840118408,113.89319610595703,139.98013305664062
4,first_label_token,10,20,20,2600,1170,5.761335372924805,7.418839454650879,115.2267074584961,148.37680053710938
4,last_label_token,1,2,2,2600,1170,26.527177810668945,23.558185577392578,53.05436325073242,47.116371154785156
4,last_label_token,2,4,4,2600,1170,21.167869567871094,17.796831130981445,84.67147064208984,71.18733215332031
4,last_label_token,3,6,6,2600,1170,17.06446075439453,13.592850685119629,102.38676452636719,81.5571060180664
4,last_label_token,4,8,8,2600,1170,14.847746849060059,12.714808464050293,118.78197479248047,101.71846771240234
4,last_label_token,5,10,10,2600,1170,11.408254623413086,10.057708740234375,114.08255004882812,100.57709503173828
4,last_label_token,6,12,12,2600,1170,8.726393699645996,10.861856460571289,104.71672058105469,130.34228515625
4,last_label_token,7,14,14,2600,1170,7.767154216766357,9.05825138092041,108.74014282226562,126.81552124023438
4,last_label_token,8,16,16,2600,1170,6.427496910095215,7.431751728057861,102.8399658203125,118.90801239013672
4,last_label_token,9,18,18,2600,1170,5.320069313049316,6.486900329589844,95.7612533569336,116.76420593261719
4,last_label_token,10,20,20,2600,1170,5.340420246124268,6.205154895782471,106.80838775634766,124.10309600830078
