icl_example_index,token_role,task,task_group,point_type,x_fv_pc1_raw_dot,y_activation_pc1_raw_dot,prompt_index,query_source_index,query_input,query_output,demo_source_index,demo_input,demo_output,token_position,token_text,token_label
3,pre_label_token,national_parks,train,activation,4.905984878540039,9.925081253051758,0,182,Fort Vancouver National Historic Site,Oregon,274,Tumacacori National Historical Park,Arizona,46,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.91654109954834,9.714982986450195,1,211,Upper Delaware Scenic and Recreational River,Pennsylvania,57,Chesapeake and Ohio Canal National Historical Park,Maryland,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.044833660125732,9.033910751342773,2,201,Salinas Pueblo Missions National Monument,New Mexico,72,John F. Kennedy National Historic Site,Massachusetts,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.5809783935546875,9.676565170288086,3,216,Fort Scott National Historic Site,Kansas,139,Homestead National Historical Park,Nebraska,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.246733665466309,10.146493911743164,4,82,Fort Necessity National Battlefield,Pennsylvania,167,Harry S Truman National Historic Site,Missouri,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.186256408691406,10.43005084991455,5,81,Fort Point National Historic Site,California,34,Harpers Ferry National Historical Park,West Virginia,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.574554443359375,10.644031524658203,6,307,Kenai Fjords National Park,Alaska,132,Middle Delaware National Scenic River,Pennsylvania,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.779989242553711,10.886756896972656,7,68,New Bedford Whaling National Historical Park,Massachusetts,150,Hawaii Volcanoes National Park,Hawaii,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.56319522857666,7.309823989868164,8,276,Boston African American National Historic Site,Massachusetts,80,Guadalupe Mountains National Park,Texas,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.851375579833984,9.401613235473633,9,46,Edgar Allan Poe National Historic Site,Pennsylvania,98,Isle Royale National Park,Michigan,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.327561855316162,7.734327793121338,10,112,Ste. Genevieve National Historical Park,Missouri,121,Jewel Cave National Monument,South Dakota,36,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.703982353210449,8.754356384277344,11,192,Saguaro National Park,Arizona,216,Fort Scott National Historic Site,Kansas,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.214128494262695,10.152853965759277,12,58,Harriet Tubman Underground Railroad National Historical Park,Maryland,14,Blackstone River Valley National Historical Park,Rhode Island,42,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.218177795410156,8.54389762878418,13,248,River Raisin National Battlefield Park,Michigan,91,"Martin Luther King, Jr. Memorial",Washington DC,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.145866394042969,9.112981796264648,14,297,Ocmulgee Mounds National Historical Park,Georgia,53,Steamtown National Historic Site,Pennsylvania,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.104923248291016,10.40854549407959,15,53,Steamtown National Historic Site,Pennsylvania,12,Wolf Trap National Park for the Performing Arts,Virginia,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.652125358581543,6.505904197692871,16,10,Fort Larned National Historic Site,Kansas,163,Acadia National Park,Maine,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,3.2482759952545166,8.334512710571289,17,16,Carl Sandburg Home National Historic Site,North Carolina,292,Whitman Mission National Historic Site,Washington,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.298088073730469,9.755584716796875,18,313,World War I Memorial,Washington DC,266,Devils Tower National Monument,Wyoming,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.873756408691406,10.267364501953125,19,69,Eleanor Roosevelt National Historic Site,New York,187,Katahdin Woods and Waters National Monument,Maine,49,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.46661901473999,10.884389877319336,20,71,Voyageurs National Park,Minnesota,157,Great Egg Harbor Scenic and Recreational River,New Jersey,45,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.173130035400391,9.515520095825195,21,202,Cape Lookout National Seashore,North Carolina,175,Obed Wild and Scenic River,Tennessee,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.602573871612549,10.84056282043457,22,144,Hopewell Culture National Historical Park,Ohio,42,Fort Bowie National Historic Site,Arizona,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.974517822265625,10.075607299804688,23,250,African Burial Ground National Monument,New York,57,Chesapeake and Ohio Canal National Historical Park,Maryland,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.929926872253418,7.9048871994018555,24,245,Yellowstone National Park,Idaho,103,Federal Hall National Memorial,New York,35,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.3984479904174805,10.333345413208008,25,226,Medgar and Myrlie Evers Home National Monument,Mississippi,171,Kings Mountain National Military Park,South Carolina,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,9.35212516784668,10.934764862060547,26,60,Aztec Ruins National Monument,New Mexico,295,Crater Lake National Park,Oregon,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.118528366088867,8.596160888671875,27,34,Harpers Ferry National Historical Park,West Virginia,6,Cape Cod National Seashore,Massachusetts,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.528311729431152,8.815048217773438,28,28,Lassen Volcanic National Park,California,202,Cape Lookout National Seashore,North Carolina,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.807766437530518,9.616349220275879,29,213,Channel Islands National Park,California,190,Natchez Trace Parkway,Alabama,36,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.969246864318848,9.612266540527344,30,11,Antietam National Battlefield,Maryland,120,Fort Union Trading Post National Historic Site,North Dakota,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,8.516878128051758,11.290382385253906,31,255,Walnut Canyon National Monument,Arizona,105,Fort Stanwix National Monument,New York,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.233616828918457,9.886907577514648,32,209,Rock Creek Park,Washington DC,40,Big South Fork National River and Recreation Area,Kentucky,42,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.295886039733887,10.621986389160156,33,239,Boston Harbor Islands National Recreation Area,Massachusetts,296,George Rogers Clark National Historical Park,Indiana,35,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.4052934646606445,9.512975692749023,34,295,Crater Lake National Park,Oregon,50,Pipestone National Monument,Minnesota,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.306360244750977,8.475503921508789,35,249,Chiricahua National Monument,Arizona,158,Piscataway Park,Maryland,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.603510856628418,10.046415328979492,36,74,Thomas Edison National Historical Park,New Jersey,157,Great Egg Harbor Scenic and Recreational River,New Jersey,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.838191986083984,8.614896774291992,37,304,Natchez Trace Parkway,Mississippi,47,Manhattan Project National Historical Park,New Mexico,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.364584922790527,10.601692199707031,38,24,Monocacy National Battlefield,Maryland,284,El Morro National Monument,New Mexico,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.317798137664795,8.228586196899414,39,288,Martin Van Buren National Historic Site,New York,301,Capitol Reef National Park,Utah,35,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.482630729675293,11.382292747497559,40,300,Hovenweep National Monument,Colorado,200,Little Bighorn Battlefield National Monument,Montana,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.080108642578125,9.917223930358887,41,232,James A. Garfield National Historic Site,Ohio,54,Lewis and Clark National Historical Park,Washington,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.283934116363525,10.621208190917969,42,45,Lowell National Historical Park,Massachusetts,53,Steamtown National Historic Site,Pennsylvania,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.840102672576904,8.681450843811035,43,153,Carter G. Woodson Home National Historic Site,Washington DC,11,Antietam National Battlefield,Maryland,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.431649208068848,11.752744674682617,44,311,Gateway National Recreation Area,New Jersey,312,Fort Donelson National Battlefield,Kentucky,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.811701774597168,7.722676753997803,45,49,Castillo de San Marcos National Monument,Florida,110,Yellowstone National Park,Wyoming,36,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.834591865539551,9.913053512573242,46,243,Wupatki National Monument,Arizona,144,Hopewell Culture National Historical Park,Ohio,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.765966892242432,8.608610153198242,47,50,Pipestone National Monument,Minnesota,306,Yellowstone National Park,Montana,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.394397735595703,9.979498863220215,48,158,Piscataway Park,Maryland,266,Devils Tower National Monument,Wyoming,36,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.447803020477295,8.09825325012207,49,251,Rio Grande Wild and Scenic River,Texas,234,Gateway National Recreation Area,New York,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.629724025726318,10.959407806396484,50,206,Castle Mountains National Monument,California,275,Assateague Island National Seashore,Maryland,46,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.741281509399414,10.327802658081055,51,191,Cabrillo National Monument,California,144,Hopewell Culture National Historical Park,Ohio,44,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.678869247436523,10.947158813476562,52,283,Niobrara National Scenic River,Nebraska,20,Nez Perce National Historical Park,Idaho,36,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.468930244445801,9.470447540283203,53,227,Fort Union Trading Post National Historic Site,Montana,42,Fort Bowie National Historic Site,Arizona,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.334228515625,11.570645332336426,54,150,Hawaii Volcanoes National Park,Hawaii,43,Pu'ukohola Heiau National Historic Site,Hawaii,45,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.048855781555176,10.474845886230469,55,196,Saugus Iron Works National Historic Site,Massachusetts,104,Maggie L. Walker National Historic Site,Virginia,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.663511276245117,9.652886390686035,56,183,Hovenweep National Monument,Utah,175,Obed Wild and Scenic River,Tennessee,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.742274761199951,9.560066223144531,57,107,Fort Union National Monument,New Mexico,190,Natchez Trace Parkway,Alabama,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.668834686279297,8.252142906188965,58,314,Rocky Mountain National Park,Colorado,114,Sequoia National Park,California,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.3753485679626465,10.858769416809082,59,237,Navajo National Monument,Arizona,63,Glen Canyon National Recreation Area,Utah,42,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.618947505950928,11.261802673339844,60,95,Minidoka National Historic Site,Idaho,21,Fort Donelson National Battlefield,Tennessee,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.913548469543457,9.098755836486816,61,210,Aniakchak National Monument,Alaska,183,Hovenweep National Monument,Utah,35,:,predictive_token
3,pre_label_token,national_parks,train,activation,8.305538177490234,8.472357749938965,62,83,Chickamauga & Chattanooga National Military Park,Tennessee,253,Badlands National Park,South Dakota,34,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.911466121673584,8.601228713989258,63,137,Minute Man National Historical Park,Massachusetts,237,Navajo National Monument,Arizona,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.448341369628906,8.818815231323242,64,269,Washington Monument,Washington DC,173,Chesapeake and Ohio Canal National Historical Park,Washington DC,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.611791610717773,9.611790657043457,65,120,Fort Union Trading Post National Historic Site,North Dakota,72,John F. Kennedy National Historic Site,Massachusetts,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.229974746704102,8.527908325195312,66,194,Fire Island National Seashore,New York,160,Denali National Park,Alaska,34,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.892165184020996,12.202486038208008,67,109,Lincoln Home National Historic Site,Illinois,25,Rosie the Riveter World War II Home Front National Historical Park,California,49,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.582651615142822,11.154605865478516,68,25,Rosie the Riveter World War II Home Front National Historical Park,California,233,Great Smoky Mountains National Park,North Carolina,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.78754186630249,9.084062576293945,69,113,Glacier National Park,Montana,28,Lassen Volcanic National Park,California,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.6214399337768555,10.900028228759766,70,197,Ebey's Landing National Historical Reserve,Washington,208,Kennesaw Mountain National Battlefield Park,Georgia,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.488646507263184,11.505438804626465,71,93,Kobuk Valley National Park,Alaska,152,Organ Pipe Cactus National Monument,Arizona,42,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.440361022949219,10.67963981628418,72,265,San Juan National Historic Site,Puerto Rico,45,Lowell National Historical Park,Massachusetts,47,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.934544086456299,8.612581253051758,73,172,Mount Rushmore National Memorial,South Dakota,131,White House and President's Park,Washington DC,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.458178520202637,10.148406028747559,74,43,Pu'ukohola Heiau National Historic Site,Hawaii,117,Martin Luther King Jr. National Historical Park,Georgia,45,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.548107624053955,9.214662551879883,75,61,Sand Creek Massacre National Historic Site,Colorado,14,Blackstone River Valley National Historical Park,Rhode Island,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,8.03971004486084,10.078372955322266,76,4,Gulf Islands National Seashore,Mississippi,80,Guadalupe Mountains National Park,Texas,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.910417556762695,9.436807632446289,77,267,Honouliuli National Historic Site,Hawaii,190,Natchez Trace Parkway,Alabama,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.2489237785339355,9.957662582397461,78,94,Glen Canyon National Recreation Area,Arizona,286,Allegheny Portage Railroad National Historic Site,Pennsylvania,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.764710903167725,10.275726318359375,79,181,Manhattan Project National Historical Park,Tennessee,255,Walnut Canyon National Monument,Arizona,36,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.7929887771606445,8.924467086791992,80,220,Natchez Trace Parkway,Tennessee,275,Assateague Island National Seashore,Maryland,42,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.029458045959473,11.094924926757812,81,54,Lewis and Clark National Historical Park,Washington,126,De Soto National Memorial,Florida,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.532454967498779,9.862563133239746,82,22,Effigy Mounds National Monument,Iowa,155,Theodore Roosevelt Inaugural National Historic Site,New York,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.912321090698242,8.136476516723633,83,26,Wilson's Creek National Battlefield,Missouri,137,Minute Man National Historical Park,Massachusetts,35,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.012931823730469,9.059732437133789,84,39,Big Bend National Park,Texas,168,Dinosaur National Monument,Utah,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.595307350158691,9.287006378173828,85,277,John D. Rockefeller Jr. Memorial Parkway,Wyoming,260,Eisenhower National Historic Site,Pennsylvania,35,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.095275402069092,8.051827430725098,86,27,Bryce Canyon National Park,Utah,314,Rocky Mountain National Park,Colorado,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.444528579711914,9.2721529006958,87,281,Sunset Crater Volcano National Monument,Arizona,9,George Washington Birthplace National Monument,Virginia,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.789477348327637,10.126603126525879,88,208,Kennesaw Mountain National Battlefield Park,Georgia,112,Ste. Genevieve National Historical Park,Missouri,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.5064191818237305,9.486734390258789,89,30,Cuyahoga Valley National Park,Ohio,233,Great Smoky Mountains National Park,North Carolina,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.778114318847656,10.192707061767578,90,155,Theodore Roosevelt Inaugural National Historic Site,New York,80,Guadalupe Mountains National Park,Texas,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.202219009399414,8.3491792678833,91,234,Gateway National Recreation Area,New York,221,Saratoga National Historical Park,New York,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.120975017547607,7.656599044799805,92,284,El Morro National Monument,New Mexico,150,Hawaii Volcanoes National Park,Hawaii,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.266671180725098,11.103731155395508,93,19,George Washington Carver National Monument,Missouri,218,Belmont-Paul Women's Equality National Monument,Washington DC,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.646670341491699,10.493247985839844,94,171,Kings Mountain National Military Park,South Carolina,40,Big South Fork National River and Recreation Area,Kentucky,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.6330976486206055,10.66830062866211,95,177,Theodore Roosevelt Birthplace National Historic Site,New York,9,George Washington Birthplace National Monument,Virginia,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.880136489868164,9.639159202575684,96,161,Coronado National Memorial,Arizona,99,Greenbelt Park,Maryland,42,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.346689224243164,9.590944290161133,97,205,Pu'uhonua O Honaunau National Historical Park,Hawaii,50,Pipestone National Monument,Minnesota,42,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.904791355133057,9.698057174682617,98,256,Big South Fork National River and Recreation Area,Tennessee,278,Thomas Stone National Historic Site,Maryland,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.12576961517334,8.732013702392578,99,131,White House and President's Park,Washington DC,144,Hopewell Culture National Historical Park,Ohio,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.1461992263793945,8.445595741271973,100,294,Manhattan Project National Historical Park,Washington,175,Obed Wild and Scenic River,Tennessee,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.736079216003418,8.690095901489258,101,13,Craters of the Moon National Monument,Idaho,231,Pennsylvania Avenue National Historic Site,Washington DC,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.774239540100098,11.43083381652832,102,212,Ford's Theatre National Historic Site,Washington DC,222,Fredericksburg and Spotsylvania National Military Park,Virginia,45,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.894563674926758,9.253228187561035,103,18,Biscayne National Park,Florida,34,Harpers Ferry National Historical Park,West Virginia,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.293666362762451,8.655294418334961,104,268,Chickasaw National Recreation Area,Oklahoma,158,Piscataway Park,Maryland,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.7397780418396,9.908391952514648,105,125,William Howard Taft National Historic Site,Ohio,258,Saint-Gaudens National Historical Park,New Hampshire,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.724945068359375,7.991777420043945,106,17,Pictured Rocks National Lakeshore,Michigan,132,Middle Delaware National Scenic River,Pennsylvania,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.095998287200928,10.794328689575195,107,127,Clara Barton National Historic Site,Maryland,188,Great Sand Dunes National Preserve,Colorado,45,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.908381462097168,9.894129753112793,108,133,Missouri National Recreational River,Nebraska,227,Fort Union Trading Post National Historic Site,Montana,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.425031661987305,12.110860824584961,109,147,First State National Historical Park,Pennsylvania,32,Timucuan Ecological and Historic Preserve,Florida,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.666726112365723,9.329476356506348,110,166,Washita Battlefield National Historic Site,Oklahoma,156,Santa Monica Mountains National Recreation Area,California,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.303526878356934,9.836176872253418,111,73,Yosemite National Park,California,291,Wright Brothers National Memorial,North Carolina,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.985226154327393,8.545459747314453,112,299,Chamizal National Memorial,Texas,98,Isle Royale National Park,Michigan,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.775596618652344,6.717741966247559,113,5,Everglades National Park,Florida,9,George Washington Birthplace National Monument,Virginia,33,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.777927398681641,10.041296005249023,114,148,Cowpens National Battlefield,South Carolina,13,Craters of the Moon National Monument,Idaho,42,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.12619161605835,11.038956642150879,115,185,Fort Monroe National Monument,Virginia,136,Kaloko-Honokohau National Historical Park,Hawaii,42,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.953042984008789,9.142790794372559,116,184,Big Hole National Battlefield,Montana,308,Adams National Historical Park,Massachusetts,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.562702655792236,9.343710899353027,117,115,Marsh-Billings-Rockefeller National Historical Park,Vermont,217,Hohokam Pima National Monument,Arizona,45,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.724426746368408,9.559322357177734,118,279,Poverty Point National Monument,Louisiana,221,Saratoga National Historical Park,New York,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,8.989556312561035,10.835177421569824,119,264,Cane River Creole National Historical Park,Louisiana,245,Yellowstone National Park,Idaho,37,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.602416038513184,7.156861305236816,120,65,Jean Lafitte National Historical Park and Preserve,Louisiana,314,Rocky Mountain National Park,Colorado,35,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.059898376464844,10.77093505859375,121,218,Belmont-Paul Women's Equality National Monument,Washington DC,105,Fort Stanwix National Monument,New York,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.945404052734375,9.198443412780762,122,247,Point Reyes National Seashore,California,64,Stonewall National Monument,New York,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,9.528664588928223,13.556692123413086,123,35,Oregon Caves National Monument and Preserve,Oregon,108,Fort Frederica National Monument,Georgia,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,4.477292060852051,8.954983711242676,124,118,Buck Island Reef National Monument,Virgin Islands,196,Saugus Iron Works National Historic Site,Massachusetts,40,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.359824180603027,8.066728591918945,125,90,Great Sand Dunes National Park,Colorado,158,Piscataway Park,Maryland,41,:,predictive_token
3,pre_label_token,national_parks,train,activation,7.130679130554199,10.713088989257812,126,200,Little Bighorn Battlefield National Monument,Montana,35,Oregon Caves National Monument and Preserve,Oregon,43,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.461250305175781,9.423666000366211,127,292,Whitman Mission National Historic Site,Washington,132,Middle Delaware National Scenic River,Pennsylvania,38,:,predictive_token
3,pre_label_token,national_parks,train,activation,5.822171211242676,9.578314781188965,128,110,Yellowstone National Park,Wyoming,309,John Muir National Historic Site,California,39,:,predictive_token
3,pre_label_token,national_parks,train,activation,6.888021469116211,9.836502075195312,129,129,Perry's Victory and International Peace Memorial,Ohio,179,Golden Spike National Historical Park,Utah,39,:,predictive_token
