family,lang,style,k,n,accuracy,style_only,judge_ok,unscorable,ci_lo,ci_hi,label
en_archaic,English,nat,0,41,0.7804878048780488,0.7804878048780488,0.975609756097561,0.21951219512195122,0.6329469790176472,0.8799695984461366,"modern spelling (today, connection, show, jail)"
en_archaic,English,nat,4,41,0.7560975609756098,0.7560975609756098,0.975609756097561,0.24390243902439024,0.606563693455418,0.8617514424897758,"modern spelling (today, connection, show, jail)"
en_archaic,English,alt,0,41,0.0,0.0,0.975609756097561,0.14634146341463414,0.0,0.08567044886890744,"archaic house style (to-day, connexion, shew, gaol)"
en_archaic,English,alt,4,41,0.0,0.0,1.0,0.17073170731707318,0.0,0.08567044886890744,"archaic house style (to-day, connexion, shew, gaol)"
en_canadian,English,nat,0,77,0.8571428571428571,0.8701298701298701,0.987012987012987,0.12987012987012986,0.7620252720484026,0.9183175217607253,"American spelling (color, center, organize)"
en_canadian,English,nat,4,77,0.7922077922077922,0.8051948051948052,0.987012987012987,0.19480519480519481,0.6887937633995327,0.8678503406261175,"American spelling (color, center, organize)"
en_canadian,English,alt,0,77,0.012987012987012988,0.012987012987012988,1.0,0.18181818181818182,0.0022961581721549496,0.06996366845176145,"Canadian/Oxford spelling (colour, centre, but organize)"
en_canadian,English,alt,4,77,0.4155844155844156,0.4155844155844156,1.0,0.2727272727272727,0.31209010264563286,0.5271016006358461,"Canadian/Oxford spelling (colour, centre, but organize)"
en_collective,English,nat,0,72,0.7361111111111112,0.7638888888888888,0.9583333333333334,0.2222222222222222,0.6242391943879235,0.8240635840344728,singular agreement (the team is)
en_collective,English,nat,4,72,0.9166666666666666,0.9305555555555556,0.9861111111111112,0.06944444444444445,0.8298744472876599,0.9612481028695096,singular agreement (the team is)
en_collective,English,alt,0,72,0.0,0.0,0.9305555555555556,0.1527777777777778,0.0,0.05065293981139638,plural agreement (the team are)
en_collective,English,alt,4,72,0.2361111111111111,0.2361111111111111,1.0,0.06944444444444445,0.15296584625945536,0.34598987197433717,plural agreement (the team are)
