read_layer,family,category,cos_conv,cos_conv_shuffled,cos_conv_baseline,norm_ratio,cos_centroid_nat,cos_centroid_alt,cos_centroid_shuffled,prompt_cos_conv
5,comma_space,formatting,0.5444409734039919,0.028098750063447146,0.22200721391603373,0.6470174971227761,0.581308128453111,0.6395051891577203,-0.01849763648389799,0.6453678141084661
5,docstring_style,comments / docs,0.15587077478257919,0.04845513882174268,0.08800857205888794,0.24698170557413984,0.3691205589741776,0.3715770395723225,0.17188187035400504,0.16861713457418145
5,float_literals,literals,0.3833338955366371,0.12601626130031054,0.19036190953356902,0.9357963300178994,0.5568015192896909,0.4652275617048967,0.05733616224533751,0.4786630159010809
5,js_camel_snake,naming,0.6937093919762852,-0.039290446160026145,0.06303707291064779,0.4099104697973474,0.85102302155725,0.8293580345877625,0.05503444067418402,0.74116036920495
5,py2_iter,syntax / dialect,0.2161924789769608,0.029337062722527067,0.2086676250426425,0.2715161733292444,0.6421769092745971,0.5286176998699861,0.15966190431495905,0.2602117983413151
5,py_bool_prefix,naming,0.3433652754870944,0.08363043937956226,0.1172874973392791,0.9725236341260265,0.7007652233615435,0.787425324558775,0.14192226473630298,0.3184188635536115
5,py_fstring,literals,0.4303303306369544,-0.07476915812840393,0.17208883427485855,0.5382271649313007,0.7316063391211463,0.6979235263896046,-0.03837880993563615,0.5532578232966973
5,py_optional,syntax / dialect,0.07088924035400133,-0.005327258299811158,0.06750697260478718,0.6953264269194803,0.6291801185131173,0.7172322520600206,0.12449488501443312,0.08378032968134969
5,py_paren_if,syntax / dialect,0.2822150596864581,0.11640400309861776,0.08328904158119188,0.5029732102181212,0.5329586761508183,0.255043653402592,0.2804479412432772,0.39904361989531434
5,py_with_open,syntax / dialect,0.18070508521746842,-0.09281528144160002,0.2327981477911427,0.4912701532193296,0.34998543083110106,0.26063667075177765,0.11376266084425679,0.17415002435065513
5,rust_question,other languages,0.04954324269012531,-0.06813987746434338,0.09720767900196364,0.4920855522411559,-0.0031985568523433846,0.025076643005544675,0.03806043800131957,0.0029196612164507536
6,comma_space,formatting,0.5550058125899732,-0.0010390293884967878,0.22200721391603373,0.5956607950463939,0.5381237032407752,0.6355019087743011,-0.07738320205452473,0.6478461336444142
6,docstring_style,comments / docs,0.14983662347667384,-0.03355197251764318,0.08800857205888794,0.24007751995371734,0.36782881134289347,0.36694624414256904,-0.07264234892541302,0.1745514987156954
6,float_literals,literals,0.3754218071188226,0.003747464816034741,0.19036190953356902,0.9895362207802351,0.5422777993974801,0.4273570381242506,-0.07125708617781235,0.4559328211495078
6,js_camel_snake,naming,0.6603548441125698,-0.05625031352421906,0.06303707291064779,0.3629592600187532,0.8387741960654025,0.8053242733449604,-0.08229991955174645,0.7368467457715416
6,py2_iter,syntax / dialect,0.3612171934549103,0.014470486555405948,0.2086676250426425,0.38327644056485854,0.6259011718242958,0.524481394793695,-0.04033269231298542,0.4107895523347971
6,py_bool_prefix,naming,0.26197030988694137,-0.03154872564067695,0.1172874973392791,0.702629235341119,0.7136920127673216,0.7829680336638789,0.16622111790294358,0.2307280227868413
6,py_fstring,literals,0.4417702930838904,0.06768230533901413,0.17208883427485855,0.4658871941170908,0.7509141009996365,0.7047138941403505,-0.1369518770601746,0.5453187329018722
6,py_optional,syntax / dialect,0.13082976075415576,-0.023143933829017447,0.06750697260478718,0.548879368251173,0.6870093372239875,0.7300932764724243,-0.022585511235526642,0.1616765221643045
6,py_paren_if,syntax / dialect,0.2926792845589114,0.035978692851785704,0.08328904158119188,0.43355985498922195,0.46121630460501395,0.1903413894961744,-0.09460991284511562,0.4084100433787749
6,py_with_open,syntax / dialect,0.13745872857464939,0.004343220526676071,0.2327981477911427,0.4176695527941899,0.345452580212787,0.27687954905722034,-0.09029669970532618,0.14901156014877792
6,rust_question,other languages,0.047112839146781264,-0.034975643800868615,0.09720767900196364,0.5414502768277224,-0.01773470132104135,0.04019476121970782,0.022588592818680184,0.027245717830412495
7,comma_space,formatting,0.549389095798144,0.14029046870547413,0.22200721391603373,0.5815659850103446,0.5313794542774963,0.6368502370303666,0.003719851902309019,0.6416346009498346
7,docstring_style,comments / docs,0.15035950033396794,-0.052842510616010044,0.08800857205888794,0.249383529900781,0.3937460492846719,0.38397494902342244,-0.06393898537216616,0.18043789649900593
7,float_literals,literals,0.3920881098570105,-0.09520141518627416,0.19036190953356902,0.9254427511288047,0.5386484281012313,0.4726779475477669,-0.1523336279839624,0.4413373059615235
7,js_camel_snake,naming,0.65844441531065,-0.012629361221584666,0.06303707291064779,0.34016428714787167,0.8420006140562241,0.8251651207663798,-0.17785890091265183,0.7291899301213325
7,py2_iter,syntax / dialect,0.3653341830098687,0.01995603511866395,0.2086676250426425,0.3807683154365681,0.634681831181263,0.5444745643472942,-0.006813519102122453,0.3928790861766597
7,py_bool_prefix,naming,0.2626350557898896,0.034022753810756555,0.1172874973392791,0.6876266802819682,0.7340655908473211,0.8040882532126052,-0.13547477668985006,0.2563368369030626
7,py_fstring,literals,0.4413933887221038,0.05269749530410487,0.17208883427485855,0.4820742170683868,0.7702233382858106,0.7203081170434525,0.15622790002350154,0.5317387606386802
7,py_optional,syntax / dialect,0.14003479679546257,-0.004813071150444856,0.06750697260478718,0.5527141557745316,0.6703437827540922,0.7207923575634544,-0.03983959991152948,0.16543391271787025
7,py_paren_if,syntax / dialect,0.3043416302775582,-0.12072556168505144,0.08328904158119188,0.44763295920964863,0.5031082705419853,0.2668392800387099,0.23146761951393907,0.421861222690318
7,py_with_open,syntax / dialect,0.12140724301065509,-0.1484016268815995,0.2327981477911427,0.417062867273669,0.3489713466426844,0.2750682011100911,-0.01554642104292277,0.15759252777131855
7,rust_question,other languages,0.04762564897342966,-0.015395010064209303,0.09720767900196364,0.5264990043679432,0.009516933902431307,0.053082967641012,0.10788957668325222,0.02560260766101625
8,comma_space,formatting,0.5606215410698081,0.12424740907394131,0.22200721391603373,0.5800152763164198,0.5466543525502425,0.6411638509503155,0.04777963238263659,0.6504597183645134
8,docstring_style,comments / docs,0.15955272846190097,0.003097580014724244,0.08800857205888794,0.30440773369367713,0.39057046630707176,0.38961391873275675,0.06322205470790776,0.18920794606544603
8,float_literals,literals,0.42920660319626136,-0.058639040170054654,0.19036190953356902,0.891243338512276,0.5178408984181831,0.4884152020621632,-0.044810885032777165,0.48732546248292385
8,js_camel_snake,naming,0.6625837891670091,-0.030694103539171246,0.06303707291064779,0.35094375270077327,0.8463247460139481,0.8295113300448043,-0.07379120237069174,0.7342550952568787
8,py2_iter,syntax / dialect,0.3374250932060186,-0.031672083402850146,0.2086676250426425,0.36762575566980704,0.6423683960930676,0.5505165918945483,-0.05258853637492619,0.3867314587372536
8,py_bool_prefix,naming,0.2652611739242428,0.01658128278421459,0.1172874973392791,0.6958230988787087,0.7254535710955957,0.7999608338337055,-0.31570660384004756,0.2734769477476821
8,py_fstring,literals,0.44765064841861624,-0.02349502229289881,0.17208883427485855,0.4773221029515333,0.774625692265359,0.7240854450686114,0.02162080009105603,0.5340051548678312
8,py_optional,syntax / dialect,0.1365763600121414,0.059448357381027515,0.06750697260478718,0.5293161708389729,0.6692150958105785,0.7166520212673421,0.019025343323166286,0.17497341243076145
8,py_paren_if,syntax / dialect,0.3040975291893586,0.035225371804072085,0.08328904158119188,0.44065326075208755,0.4814300588737425,0.28072943442353304,0.10348322774680335,0.40730617953611215
8,py_with_open,syntax / dialect,0.15251017775841594,0.06344063776329083,0.2327981477911427,0.4133208670659347,0.3308857461529465,0.27832678102353214,0.01472540779558549,0.1963995294623969
8,rust_question,other languages,0.08861715378786961,-0.0412018800128913,0.09720767900196364,0.5430860449618448,-0.007774167453196691,0.05328963817375725,-0.007707249344086099,0.04522504363881743
9,comma_space,formatting,0.5525263931706722,0.043883077374391746,0.22200721391603373,0.6078740993575716,0.5416537488897839,0.6397519579249351,0.06608879973680289,0.6376243011593
9,docstring_style,comments / docs,0.13952268290504644,-0.026775672525039783,0.08800857205888794,0.32739145361257677,0.37860509324133546,0.3624247489627106,-0.007632517338428441,0.17483085154617428
9,float_literals,literals,0.42310380903248457,0.03981686763230558,0.19036190953356902,0.8947920702976924,0.5204167307298024,0.4926260776657301,0.29717833592699244,0.4883700383391787
9,js_camel_snake,naming,0.6251903233528476,-0.11644144810844627,0.06303707291064779,0.34318086406455917,0.8441613612546731,0.8275269336990208,0.13239837838635968,0.7027488953650705
