layer,clean_mean,ablate_mean,steer_mean,steer_sem,steer_gain,steer_ablate_mean,steer_ablate_sem,steer_ablate_gain,retention
0,-2.143060,-4.435032,-2.143060,0.193940,-0.000000,-4.435032,0.184935,0.000000,-2.166667
1,-2.143060,-4.435032,-2.128656,0.194046,0.014404,-4.427926,0.184940,0.007107,0.493372
2,-2.143060,-4.435032,-2.118375,0.194083,0.024685,-4.422390,0.184764,0.012643,0.512171
3,-2.143060,-4.435032,-2.116039,0.194461,0.027020,-4.431238,0.184854,0.003794,0.140422
4,-2.143060,-4.435032,-2.002468,0.194930,0.140592,-4.388124,0.184693,0.046908,0.333648
5,-2.143060,-4.435032,-1.475632,0.195930,0.667428,-4.149302,0.182843,0.285730,0.428107
6,-2.143060,-4.435032,-1.365716,0.198317,0.777344,-4.132476,0.183209,0.302556,0.389218
7,-2.143060,-4.435032,-1.314935,0.200170,0.828125,-4.143152,0.184136,0.291880,0.352459
8,-2.143060,-4.435032,-1.057037,0.198046,1.086023,-3.968631,0.182292,0.466401,0.429458
9,-2.143060,-4.435032,-1.384053,0.202532,0.759007,-4.206246,0.185227,0.228786,0.301429
10,-2.143060,-4.435032,-1.643640,0.198937,0.499419,-4.273807,0.185162,0.161225,0.322826
11,-2.143060,-4.435032,-1.723342,0.198668,0.419717,-4.293648,0.185094,0.141384,0.336855
12,-2.143060,-4.435032,-1.884884,0.197998,0.258175,-4.366323,0.185140,0.068709,0.266134
13,-2.143060,-4.435032,-2.000587,0.197059,0.142472,-4.418853,0.185088,0.016179,0.113562
14,-2.143060,-4.435032,-2.024223,0.196636,0.118837,-4.429628,0.184921,0.005404,0.045476
15,-2.143060,-4.435032,-2.003286,0.197131,0.139774,-4.424092,0.184870,0.010940,0.078272
16,-2.143060,-4.435032,-2.122961,0.194014,0.020099,-4.428599,0.184918,0.006434,0.320101
17,-2.143060,-4.435032,-2.134172,0.193796,0.008888,-4.429417,0.184833,0.005615,0.631799
18,-2.143060,-4.435032,-2.131235,0.193545,0.011824,-4.426263,0.184657,0.008769,0.741648
19,-2.143060,-4.435032,-2.131572,0.193530,0.011488,-4.426705,0.184662,0.008327,0.724890
20,-2.143060,-4.435032,-2.138791,0.193740,0.004269,-4.430690,0.184842,0.004342,1.017059
21,-2.143060,-4.435032,-2.140460,0.193755,0.002600,-4.431113,0.184817,0.003920,1.507724
22,-2.143060,-4.435032,-2.140407,0.193768,0.002652,-4.430875,0.184873,0.004157,1.567273
23,-2.143060,-4.435032,-2.140486,0.193795,0.002573,-4.432050,0.184865,0.002983,1.159074
24,-2.143060,-4.435032,-2.140889,0.193788,0.002171,-4.431931,0.184871,0.003101,1.428699
25,-2.143060,-4.435032,-2.141199,0.193803,0.001861,-4.432393,0.184868,0.002640,1.418589
26,-2.143060,-4.435032,-2.142710,0.193924,0.000350,-4.434036,0.184970,0.000997,2.850166
27,-2.143060,-4.435032,-2.143040,0.193940,0.000020,-4.434696,0.184954,0.000337,17.075163
28,-2.143060,-4.435032,-2.143060,0.193940,-0.000000,-4.435032,0.184935,0.000000,-2.166667
