icl_example_index,token_role,task,task_group,point_type,x_fv_pc1_raw_dot,y_activation_pc1_raw_dot,prompt_index,query_source_index,query_input,query_output,demo_source_index,demo_input,demo_output,token_position,token_text,token_label
2,pre_label_token,national_parks,train,activation,4.974320888519287,-14.43117904663086,0,182,Fort Vancouver National Historic Site,Oregon,153,Carter G. Woodson Home National Historic Site,Washington DC,29,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.213544845581055,-12.360629081726074,1,211,Upper Delaware Scenic and Recreational River,Pennsylvania,93,Kobuk Valley National Park,Alaska,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,5.318698883056641,-12.082286834716797,2,201,Salinas Pueblo Missions National Monument,New Mexico,47,Manhattan Project National Historical Park,New Mexico,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.696779727935791,-11.173843383789062,3,216,Fort Scott National Historic Site,Kansas,228,San Juan Island National Historical Park,Washington,26,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.519820213317871,-10.308303833007812,4,82,Fort Necessity National Battlefield,Pennsylvania,255,Walnut Canyon National Monument,Arizona,23,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.505946159362793,-9.182648658752441,5,81,Fort Point National Historic Site,California,147,First State National Historical Park,Pennsylvania,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.8408098220825195,-11.900371551513672,6,307,Kenai Fjords National Park,Alaska,260,Eisenhower National Historic Site,Pennsylvania,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,6.473306179046631,-12.22389030456543,7,68,New Bedford Whaling National Historical Park,Massachusetts,263,Hamilton Grange National Memorial,New York,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.138314247131348,-11.361976623535156,8,276,Boston African American National Historic Site,Massachusetts,21,Fort Donelson National Battlefield,Tennessee,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.386845588684082,-12.926105499267578,9,46,Edgar Allan Poe National Historic Site,Pennsylvania,152,Organ Pipe Cactus National Monument,Arizona,27,:,predictive_token
2,pre_label_token,national_parks,train,activation,3.4364137649536133,-9.159543991088867,10,112,Ste. Genevieve National Historical Park,Missouri,98,Isle Royale National Park,Michigan,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,5.16081428527832,-12.36600112915039,11,192,Saguaro National Park,Arizona,294,Manhattan Project National Historical Park,Washington,26,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.474653720855713,-11.818961143493652,12,58,Harriet Tubman Underground Railroad National Historical Park,Maryland,252,Black Canyon of the Gunnison National Park,Colorado,27,:,predictive_token
2,pre_label_token,national_parks,train,activation,5.499909400939941,-10.545890808105469,13,248,River Raisin National Battlefield Park,Michigan,50,Pipestone National Monument,Minnesota,23,:,predictive_token
2,pre_label_token,national_parks,train,activation,3.3497161865234375,-10.768503189086914,14,297,Ocmulgee Mounds National Historical Park,Georgia,87,Minuteman Missile National Historic Site,South Dakota,27,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.681855201721191,-9.44532585144043,15,53,Steamtown National Historic Site,Pennsylvania,15,First Ladies National Historic Site,Ohio,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,3.667449951171875,-10.863273620605469,16,10,Fort Larned National Historic Site,Kansas,95,Minidoka National Historic Site,Idaho,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.4437947273254395,-11.0818510055542,17,16,Carl Sandburg Home National Historic Site,North Carolina,122,Christiansted National Historic Site,Virgin Islands,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,3.5001637935638428,-11.557634353637695,18,313,World War I Memorial,Washington DC,157,Great Egg Harbor Scenic and Recreational River,New Jersey,30,:,predictive_token
2,pre_label_token,national_parks,train,activation,6.214352130889893,-14.361067771911621,19,69,Eleanor Roosevelt National Historic Site,New York,66,Lyndon Baines Johnson Memorial Grove on the Potomac,Washington DC,32,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.822883605957031,-11.379734992980957,20,71,Voyageurs National Park,Minnesota,136,Kaloko-Honokohau National Historical Park,Hawaii,28,:,predictive_token
2,pre_label_token,national_parks,train,activation,3.7463479042053223,-11.77681827545166,21,202,Cape Lookout National Seashore,North Carolina,109,Lincoln Home National Historic Site,Illinois,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,5.009627819061279,-12.925644874572754,22,144,Hopewell Culture National Historical Park,Ohio,242,Weir Farm National Historical Park,Connecticut,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.788069248199463,-10.537484169006348,23,250,African Burial Ground National Monument,New York,137,Minute Man National Historical Park,Massachusetts,23,:,predictive_token
2,pre_label_token,national_parks,train,activation,3.357287645339966,-9.897967338562012,24,245,Yellowstone National Park,Idaho,5,Everglades National Park,Florida,23,:,predictive_token
2,pre_label_token,national_parks,train,activation,4.9368367195129395,-10.79197883605957,25,226,Medgar and Myrlie Evers Home National Monument,Mississippi,191,Cabrillo National Monument,California,26,:,predictive_token
2,pre_label_token,national_parks,train,activation,5.677337646484375,-12.764457702636719,26,60,Aztec Ruins National Monument,New Mexico,199,Shiloh National Military Park,Mississippi,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,5.012212753295898,-11.349987030029297,27,34,Harpers Ferry National Historical Park,West Virginia,105,Fort Stanwix National Monument,New York,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,5.477791786193848,-13.382431983947754,28,28,Lassen Volcanic National Park,California,173,Chesapeake and Ohio Canal National Historical Park,Washington DC,27,:,predictive_token
2,pre_label_token,national_parks,train,activation,2.2765822410583496,-9.591277122497559,29,213,Channel Islands National Park,California,38,Amistad National Recreation Area,Texas,23,:,predictive_token
