icl_example_index,token_role,k,feature_dim,target_dim,best_alpha,cv_mse,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
1,last_label_token,4,8,8,1000.0,40.44446209247295,2600,1170,25.304969787597656,17.617496490478516,202.43975830078125,140.93995666503906
1,last_label_token,5,10,10,1000.0,37.11474459134615,2600,1170,21.651241302490234,15.551074028015137,216.5124053955078,155.5107421875
1,last_label_token,6,12,12,1000.0,34.2758385917468,2600,1170,18.868946075439453,15.510991096496582,226.42735290527344,186.13189697265625
1,last_label_token,7,14,14,1000.0,34.309602936126375,2600,1170,15.849000930786133,13.222688674926758,221.88601684570312,185.1176300048828
1,last_label_token,8,16,16,1000.0,32.62617572490986,2600,1170,13.499350547790527,11.222829818725586,215.98959350585938,179.56527709960938
1,last_label_token,9,18,18,1000.0,31.968756134815706,2600,1170,11.734541893005371,10.538198471069336,211.22177124023438,189.68759155273438
1,last_label_token,10,20,20,3162.2776601683795,34.58785295222356,2600,1170,16.322179794311523,11.13205623626709,326.44354248046875,222.64112854003906
2,pre_label_token,1,2,2,31.622776601683793,47.61509858351487,2600,1170,36.977725982666016,23.911474227905273,73.9554443359375,47.82294845581055
2,pre_label_token,2,4,4,100.0,43.37287700946514,2600,1170,30.72704315185547,22.392009735107422,122.90817260742188,89.56803894042969
2,pre_label_token,3,6,6,10.0,33.86513302534055,2600,1170,22.6524600982666,18.169891357421875,135.9147491455078,109.01934814453125
2,pre_label_token,4,8,8,316.22776601683796,36.458436114971455,2600,1170,20.88497543334961,15.039273262023926,167.07980346679688,120.3141860961914
2,pre_label_token,5,10,10,316.22776601683796,29.042769343449518,2600,1170,14.585649490356445,13.043415069580078,145.8564910888672,130.43414306640625
2,pre_label_token,6,12,12,316.22776601683796,31.01921446188902,2600,1170,12.751680374145508,13.488600730895996,153.02017211914062,161.8632049560547
2,pre_label_token,7,14,14,316.22776601683796,31.312095222892342,2600,1170,11.422056198120117,12.497113227844238,159.9087677001953,174.9595947265625
2,pre_label_token,8,16,16,316.22776601683796,30.22067602304312,2600,1170,10.169754981994629,11.672557830810547,162.71607971191406,186.7609405517578
2,pre_label_token,9,18,18,316.22776601683796,30.907701739449788,2600,1170,9.642687797546387,11.07546615600586,173.56838989257812,199.35836791992188
2,pre_label_token,10,20,20,316.22776601683796,30.93093131197416,2600,1170,8.698834419250488,10.179486274719238,173.97669982910156,203.5897216796875
2,first_label_token,1,2,2,31.622776601683793,47.96418475811298,2600,1170,38.519073486328125,27.935623168945312,77.03813934326172,55.871246337890625
2,first_label_token,2,4,4,316.22776601683796,43.80167949969952,2600,1170,31.817096710205078,19.708036422729492,127.26840209960938,78.8321533203125
2,first_label_token,3,6,6,316.22776601683796,35.19758823492588,2600,1170,22.646610260009766,14.078632354736328,135.87966918945312,84.47179412841797
2,first_label_token,4,8,8,100.0,32.97132695124699,2600,1170,18.63413429260254,11.954015731811523,149.0730743408203,95.63212585449219
2,first_label_token,5,10,10,316.22776601683796,34.089702411358175,2600,1170,17.778100967407227,12.043119430541992,177.781005859375,120.43118286132812
2,first_label_token,6,12,12,1000.0,35.10715928297776,2600,1170,17.875377655029297,12.654950141906738,214.50454711914062,151.85939025878906
2,first_label_token,7,14,14,1000.0,35.44886944110577,2600,1170,16.02773094177246,11.573756217956543,224.38821411132812,162.03257751464844
2,first_label_token,8,16,16,3162.2776601683795,37.45002948467548,2600,1170,20.23591423034668,11.85891056060791,323.7746276855469,189.74256896972656
2,first_label_token,9,18,18,1000.0,34.36490284455128,2600,1170,12.059540748596191,9.889029502868652,217.0717315673828,178.00253295898438
2,first_label_token,10,20,20,316.22776601683796,31.648897554837742,2600,1170,8.535945892333984,8.806893348693848,170.71893310546875,176.13787841796875
2,last_label_token,1,2,2,31.622776601683793,49.5766398033729,2600,1170,39.71345138549805,36.762149810791016,79.4269027709961,73.52429962158203
2,last_label_token,2,4,4,316.22776601683796,38.615523775540865,2600,1170,27.822128295898438,18.64601707458496,111.28852081298828,74.58406829833984
2,last_label_token,3,6,6,31.622776601683793,31.747662494365986,2600,1170,19.972925186157227,15.327982902526855,119.83753967285156,91.9678955078125
2,last_label_token,4,8,8,100.0,32.35081775371845,2600,1170,17.950807571411133,14.017462730407715,143.60646057128906,112.13970184326172
2,last_label_token,5,10,10,316.22776601683796,35.900846829927886,2600,1170,16.10027313232422,11.856061935424805,161.00271606445312,118.56060028076172
2,last_label_token,6,12,12,316.22776601683796,32.41173443134014,2600,1170,12.96545696258545,12.741841316223145,155.58547973632812,152.902099609375
2,last_label_token,7,14,14,1000.0,33.00910380269145,2600,1170,14.276435852050781,11.89010238647461,199.87010192871094,166.46144104003906
2,last_label_token,8,16,16,1000.0,31.25182631272536,2600,1170,11.839831352233887,10.488688468933105,189.43728637695312,167.81898498535156
2,last_label_token,9,18,18,1000.0,31.54345749031784,2600,1170,10.934965133666992,9.82435131072998,196.82937622070312,176.83831787109375
2,last_label_token,10,20,20,1000.0,32.59420872145433,2600,1170,9.544408798217773,8.586857795715332,190.88816833496094,171.73715209960938
3,pre_label_token,1,2,2,0.01,31.644678673377403,2600,1170,24.741708755493164,14.896484375,49.483421325683594,29.79296875
3,pre_label_token,2,4,4,10.0,31.341322772686297,2600,1170,22.62997817993164,13.133514404296875,90.51991271972656,52.534061431884766
3,pre_label_token,3,6,6,0.01,26.262395207331732,2600,1170,16.8949031829834,12.411351203918457,101.36942291259766,74.46810913085938
3,pre_label_token,4,8,8,100.0,34.84824033297025,2600,1170,16.2099666595459,9.569319725036621,129.6797332763672,76.55455017089844
3,pre_label_token,5,10,10,100.0,29.136972506009617,2600,1170,10.401124954223633,8.096583366394043,104.01126098632812,80.96583557128906
3,pre_label_token,6,12,12,316.22776601683796,27.691071370442707,2600,1170,9.530342102050781,8.120561599731445,114.3641128540039,97.44673919677734
3,pre_label_token,7,14,14,1000.0,30.455492265303057,2600,1170,11.379380226135254,8.744117736816406,159.3113250732422,122.41767120361328
3,pre_label_token,8,16,16,316.22776601683796,27.099013413649338,2600,1170,7.528041839599609,7.584770679473877,120.44866943359375,121.3563461303711
3,pre_label_token,9,18,18,316.22776601683796,28.216325328859508,2600,1170,7.123560905456543,7.955798149108887,128.22410583496094,143.20436096191406
3,pre_label_token,10,20,20,316.22776601683796,29.544475060096154,2600,1170,6.720200538635254,7.155965328216553,134.4040069580078,143.1193084716797
3,first_label_token,1,2,2,1.0,31.20768815260667,2600,1170,25.219568252563477,17.602680206298828,50.43913650512695,35.205360412597656
3,first_label_token,2,4,4,31.622776601683793,33.15040057842548,2600,1170,23.40787696838379,17.12213897705078,93.63150787353516,68.4885482788086
3,first_label_token,3,6,6,100.0,28.750302421374197,2600,1170,17.80992317199707,13.622360229492188,106.85954284667969,81.73416900634766
3,first_label_token,4,8,8,31.622776601683793,28.625653451772838,2600,1170,16.066627502441406,12.416858673095703,128.5330352783203,99.33486938476562
3,first_label_token,5,10,10,31.622776601683793,26.61991447566106,2600,1170,13.554640769958496,10.57603931427002,135.54638671875,105.76039123535156
3,first_label_token,6,12,12,1000.0,32.95708114232772,2600,1170,15.070039749145508,10.557639122009277,180.84048461914062,126.69166564941406
3,first_label_token,7,14,14,1000.0,33.08718531346583,2600,1170,13.536728858947754,9.659919738769531,189.5142059326172,135.23887634277344
3,first_label_token,8,16,16,1000.0,32.520473515437196,2600,1170,11.56962776184082,8.817091941833496,185.11404418945312,141.07347106933594
3,first_label_token,9,18,18,1000.0,32.13312944461138,2600,1170,10.220203399658203,8.372711181640625,183.9636688232422,150.7087860107422
3,first_label_token,10,20,20,316.22776601683796,29.767571983924277,2600,1170,7.019131183624268,7.536273956298828,140.3826141357422,150.7254638671875
3,last_label_token,1,2,2,1.0,36.15905231182392,2600,1170,28.772716522216797,27.97819709777832,57.545433044433594,55.956398010253906
3,last_label_token,2,4,4,100.0,32.115618121807394,2600,1170,22.32387924194336,18.314128875732422,89.29551696777344,73.25651550292969
3,last_label_token,3,6,6,100.0,28.335079580453726,2600,1170,17.612037658691406,14.014832496643066,105.67221069335938,84.0889892578125
3,last_label_token,4,8,8,31.622776601683793,26.880086763822117,2600,1170,15.111430168151855,13.217510223388672,120.89144134521484,105.74007415771484
3,last_label_token,5,10,10,31.622776601683793,24.141950458233172,2600,1170,12.030635833740234,10.468193054199219,120.30634307861328,104.68192291259766
3,last_label_token,6,12,12,316.22776601683796,28.826694492437902,2600,1170,10.273653030395508,10.922670364379883,123.28384399414062,131.07205200195312
3,last_label_token,7,14,14,1000.0,30.570082954155218,2600,1170,11.852856636047363,9.877337455749512,165.93997192382812,138.28273010253906
3,last_label_token,8,16,16,1000.0,29.946907677283654,2600,1170,9.893031120300293,8.710004806518555,158.28851318359375,139.36007690429688
3,last_label_token,9,18,18,316.22776601683796,27.482904584835737,2600,1170,6.8456196784973145,7.711001396179199,123.22115325927734,138.79803466796875
3,last_label_token,10,20,20,1000.0,30.45048681640625,2600,1170,8.161774635314941,7.079276084899902,163.2355194091797,141.5855255126953
4,pre_label_token,1,2,2,0.31622776601683794,28.53834982065054,2600,1170,22.14830780029297,15.206880569458008,44.29661560058594,30.413761138916016
4,pre_label_token,2,4,4,10.0,28.493826904296874,2600,1170,20.164684295654297,12.692434310913086,80.65873718261719,50.769737243652344
4,pre_label_token,3,6,6,1.0,24.334509965945514,2600,1170,14.67619514465332,11.750527381896973,88.05716705322266,70.50316619873047
4,pre_label_token,4,8,8,31.622776601683793,24.76581094595102,2600,1170,13.19351577758789,9.09165096282959,105.54811096191406,72.73320770263672
4,pre_label_token,5,10,10,316.22776601683796,31.369500150240384,2600,1170,10.666958808898926,6.890560150146484,106.66959381103516,68.90560150146484
4,pre_label_token,6,12,12,316.22776601683796,25.216546208308294,2600,1170,8.913026809692383,7.308069705963135,106.9563217163086,87.69682312011719
4,pre_label_token,7,14,14,316.22776601683796,28.064120369376717,2600,1170,8.138853073120117,7.265499591827393,113.94395446777344,101.71699523925781
4,pre_label_token,8,16,16,316.22776601683796,25.575062490609977,2600,1170,6.812398433685303,7.021490097045898,108.9983901977539,112.34384155273438
4,pre_label_token,9,18,18,316.22776601683796,26.11368873530983,2600,1170,6.411637306213379,7.479467868804932,115.40946960449219,134.6304168701172
4,pre_label_token,10,20,20,316.22776601683796,28.845583852914665,2600,1170,6.127243518829346,6.52968692779541,122.54486846923828,130.59373474121094
4,first_label_token,1,2,2,10.0,28.514508338341347,2600,1170,22.530311584472656,12.774235725402832,45.06062316894531,25.548471450805664
4,first_label_token,2,4,4,31.622776601683793,31.036255587064304,2600,1170,21.559234619140625,14.416669845581055,86.2369384765625,57.66667938232422
4,first_label_token,3,6,6,100.0,27.537954414563302,2600,1170,16.660993576049805,12.023375511169434,99.96595001220703,72.14025115966797
4,first_label_token,4,8,8,10.0,28.79562016413762,2600,1170,15.614954948425293,11.721283912658691,124.91963958740234,93.7702865600586
4,first_label_token,5,10,10,0.01,24.661646747295674,2600,1170,12.176633834838867,9.869739532470703,121.76631927490234,98.69739532470703
4,first_label_token,6,12,12,1000.0,31.49009743714944,2600,1170,14.217541694641113,9.349458694458008,170.61050415039062,112.19351196289062
4,first_label_token,7,14,14,1000.0,32.07831726744935,2600,1170,12.536136627197266,8.541251182556152,175.50592041015625,119.57752227783203
4,first_label_token,8,16,16,1000.0,30.91749253493089,2600,1170,10.394119262695312,7.828474044799805,166.30593872070312,125.25558471679688
4,first_label_token,9,18,18,1000.0,28.498130321013623,2600,1170,9.070291519165039,7.40185546875,163.26524353027344,133.2333984375
4,first_label_token,10,20,20,1000.0,30.55983830378606,2600,1170,8.276165008544922,6.8596696853637695,165.52330017089844,137.19337463378906
4,last_label_token,1,2,2,0.01,33.077109375,2600,1170,26.527177810668945,23.558046340942383,53.05435562133789,47.11609649658203
4,last_label_token,2,4,4,100.0,30.916790395883414,2600,1170,21.43027114868164,16.249387741088867,85.72108459472656,64.99755096435547
4,last_label_token,3,6,6,316.22776601683796,28.20130159818209,2600,1170,17.790666580200195,11.763880729675293,106.74400329589844,70.58329010009766
4,last_label_token,4,8,8,100.0,26.992697096604566,2600,1170,15.092517852783203,12.188480377197266,120.74014282226562,97.50784301757812
4,last_label_token,5,10,10,31.622776601683793,24.508700646033653,2600,1170,11.443307876586914,9.832250595092773,114.43307495117188,98.32250213623047
4,last_label_token,6,12,12,316.22776601683796,29.93129111265525,2600,1170,9.81705093383789,9.803869247436523,117.80461883544922,117.64644622802734
4,last_label_token,7,14,14,1000.0,29.652795852828813,2600,1170,11.136189460754395,8.742337226867676,155.90664672851562,122.39270782470703
4,last_label_token,8,16,16,1000.0,28.216244107759916,2600,1170,9.180360794067383,7.539780139923096,146.8857879638672,120.63648223876953
4,last_label_token,9,18,18,316.22776601683796,23.843072781032987,2600,1170,5.9330596923828125,6.528719902038574,106.79507446289062,117.51696014404297
4,last_label_token,10,20,20,1000.0,28.761986647385818,2600,1170,7.519558429718018,6.394704818725586,150.3911590576172,127.89409637451172
