icl_example_index,token_role,task,task_group,point_type,x_fv_pc1_raw_dot,y_activation_pc1_raw_dot,prompt_index,query_source_index,query_input,query_output,demo_source_index,demo_input,demo_output,token_position,token_text,token_label
1,pre_label_token,national_parks,train,activation,-2.2805755138397217,-3.4668493270874023,0,182,Fort Vancouver National Historic Site,Oregon,303,Blackstone River Valley National Historical Park,Massachusetts,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,-3.463254451751709,-4.072121620178223,1,211,Upper Delaware Scenic and Recreational River,Pennsylvania,159,Abraham Lincoln Birthplace National Historical Park,Kentucky,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.4416894912719727,-2.512160301208496,2,201,Salinas Pueblo Missions National Monument,New Mexico,273,Lyndon B. Johnson National Historical Park,Texas,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.4838690757751465,-0.18593287467956543,3,216,Fort Scott National Historic Site,Kansas,129,Perry's Victory and International Peace Memorial,Ohio,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.5703043937683105,0.28517472743988037,4,82,Fort Necessity National Battlefield,Pennsylvania,304,Natchez Trace Parkway,Mississippi,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.8528599739074707,-1.6003499031066895,5,81,Fort Point National Historic Site,California,10,Fort Larned National Historic Site,Kansas,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.4375228881835938,-1.842197060585022,6,307,Kenai Fjords National Park,Alaska,13,Craters of the Moon National Monument,Idaho,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.5734105110168457,-3.3529038429260254,7,68,New Bedford Whaling National Historical Park,Massachusetts,232,James A. Garfield National Historic Site,Ohio,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.626695156097412,-1.1738206148147583,8,276,Boston African American National Historic Site,Massachusetts,215,Gates of the Arctic National Park,Alaska,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.383042812347412,-3.002210855484009,9,46,Edgar Allan Poe National Historic Site,Pennsylvania,176,Sleeping Bear Dunes National Lakeshore,Michigan,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.3416666984558105,-2.9883925914764404,10,112,Ste. Genevieve National Historical Park,Missouri,307,Kenai Fjords National Park,Alaska,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.0201785564422607,-3.4982242584228516,11,192,Saguaro National Park,Arizona,252,Black Canyon of the Gunnison National Park,Colorado,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,-1.67171311378479,-1.9985580444335938,12,58,Harriet Tubman Underground Railroad National Historical Park,Maryland,152,Organ Pipe Cactus National Monument,Arizona,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.1802926063537598,-1.874809741973877,13,248,River Raisin National Battlefield Park,Michigan,106,Big Thicket National Preserve,Texas,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.376987934112549,-4.328796863555908,14,297,Ocmulgee Mounds National Historical Park,Georgia,76,Vicksburg National Military Park,Mississippi Louisiana,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.442242383956909,-2.9851207733154297,15,53,Steamtown National Historic Site,Pennsylvania,111,San Antonio Missions National Historical Park,Texas,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.529939651489258,0.19090402126312256,16,10,Fort Larned National Historic Site,Kansas,265,San Juan National Historic Site,Puerto Rico,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.230215311050415,-1.0437610149383545,17,16,Carl Sandburg Home National Historic Site,North Carolina,100,Devils Postpile National Monument,California,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.263141632080078,-5.134402275085449,18,313,World War I Memorial,Washington DC,96,Chickamauga & Chattanooga National Military Park,Georgia,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.9105513095855713,-3.8195278644561768,19,69,Eleanor Roosevelt National Historic Site,New York,196,Saugus Iron Works National Historic Site,Massachusetts,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.6744847297668457,2.3163859844207764,20,71,Voyageurs National Park,Minnesota,151,Roger Williams National Memorial,Rhode Island,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,-1.67171311378479,-1.9985580444335938,21,202,Cape Lookout National Seashore,North Carolina,152,Organ Pipe Cactus National Monument,Arizona,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.9822824001312256,-1.5740383863449097,22,144,Hopewell Culture National Historical Park,Ohio,271,Morristown National Historical Park,New Jersey,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.4335708618164062,1.0138030052185059,23,250,African Burial Ground National Monument,New York,310,First State National Historical Park,Delaware,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.1798481941223145,-1.7160675525665283,24,245,Yellowstone National Park,Idaho,89,Lake Mead National Recreation Area,Arizona,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.2805755138397217,-3.4668493270874023,25,226,Medgar and Myrlie Evers Home National Monument,Mississippi,14,Blackstone River Valley National Historical Park,Rhode Island,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.9371259212493896,-1.2102594375610352,26,60,Aztec Ruins National Monument,New Mexico,186,Natchez National Historical Park,Mississippi,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.872188091278076,-3.2322278022766113,27,34,Harpers Ferry National Historical Park,West Virginia,80,Guadalupe Mountains National Park,Texas,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.761425733566284,-4.395069122314453,28,28,Lassen Volcanic National Park,California,38,Amistad National Recreation Area,Texas,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.6462178230285645,1.1209900379180908,29,213,Channel Islands National Park,California,180,Russell Cave National Monument,Alabama,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.2781097888946533,-2.5108723640441895,30,11,Antietam National Battlefield,Maryland,22,Effigy Mounds National Monument,Iowa,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.1642937660217285,-1.4129440784454346,31,255,Walnut Canyon National Monument,Arizona,23,Assateague Island National Seashore,Virginia,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.559438467025757,0.529880166053772,32,209,Rock Creek Park,Washington DC,194,Fire Island National Seashore,New York,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.417029619216919,-0.19237971305847168,33,239,Boston Harbor Islands National Recreation Area,Massachusetts,39,Big Bend National Park,Texas,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.992518424987793,-1.9344059228897095,34,295,Crater Lake National Park,Oregon,255,Walnut Canyon National Monument,Arizona,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.6631085872650146,3.4013047218322754,35,249,Chiricahua National Monument,Arizona,31,Missouri National Recreational River,South Dakota,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.546576976776123,-1.0915987491607666,36,74,Thomas Edison National Historical Park,New Jersey,4,Gulf Islands National Seashore,Mississippi,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.77107834815979,0.612183690071106,37,304,Natchez Trace Parkway,Mississippi,160,Denali National Park,Alaska,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,-2.570134162902832,0.02423834800720215,38,24,Monocacy National Battlefield,Maryland,276,Boston African American National Historic Site,Massachusetts,11,:,predictive_token
